time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200625:1310,617.86,506,267,0,57.8,23.65,6.83,0
20200625:1410,512.33,377,262,0,47.67,24.02,7.17,0
20200625:1510,378.15,241,236,0,36.92,24.59,6.48,0
20200625:1610,271.8,204,150,0,26.1,24.91,6,0
20200625:1710,123.82,78,103,0,15.53,24.84,6.21,0
20200625:1810,17.01,9,30.66,0,5.5,24.53,5.66,0
20200625:1910,0,0,0,0,0,24.34,4.97,0
20200625:2010,0,0,0,0,0,24.2,4.76,0
20200625:2110,0,0,0,0,0,24.04,4.55,0
20200625:2210,0,0,0,0,0,23.87,3.93,0
20200625:2310,0,0,0,0,0,23.74,3.59,0
20200626:0010,0,0,0,0,0,23.5,3.66,0
20200626:0110,0,0,0,0,0,23.27,2.83,0
20200626:0210,0,0,0,0,0,23.07,2.9,0
20200626:0310,0,0,0,0,0,22.92,3.03,0
20200626:0410,21.93,9,37,0,6.14,22.77,2.76,0
20200626:0510,131.83,84,106,0,16.21,22.92,2.55,0
20200626:0610,289.55,237,140,0,26.81,23.22,2.69,0
20200626:0710,426.26,364,179,0,37.64,23.64,2.83,0
20200626:0810,560.99,557,163,0,48.37,23.96,2.62,0
20200626:0910,649.75,668,173,0,58.42,24.15,2.9,0
20200626:1010,708.07,726,186,0,66.48,23.77,3.86,0
20200626:1110,719.84,721,206,0,69.74,23.71,4.07,0
20200626:1210,700.24,696,203,0,66.07,23.8,4.14,0
20200626:1310,657.05,662,173,0,57.81,23.92,4.62,0
20200626:1410,554.05,518,181,0,47.69,24.18,4.76,0
20200626:1510,440.57,416,141,0,36.94,24.36,4.55,0
20200626:1610,294.96,271,114,0,26.11,24.43,4.21,0
20200626:1710,132.53,102,93,0,15.54,24.36,4.28,0
20200626:1810,18.29,17,28.59,0,5.52,24.28,4.34,0
20200626:1910,0,0,0,0,0,24.09,4.48,0
20200626:2010,0,0,0,0,0,23.96,4.62,0
20200626:2110,0,0,0,0,0,23.87,4.55,0
20200626:2210,0,0,0,0,0,23.78,3.79,0
20200626:2310,0,0,0,0,0,23.73,3.1,0
20200627:0010,0,0,0,0,0,23.59,2.69,0
20200627:0110,0,0,0,0,0,23.3,2,0
20200627:0210,0,0,0,0,0,22.99,1.45,0
20200627:0310,0,0,0,0,0,22.75,0.97,0
20200627:0410,20.82,8,36,0,6.08,22.48,1.17,0
20200627:0510,134.07,90,104,0,16.15,22.76,1.45,0
20200627:0610,298.33,267,123,0,26.75,23.11,1.93,0
20200627:0710,443.13,418,148,0,37.58,23.78,2.55,0
20200627:0810,576.57,613,128,0,48.31,24.42,2.76,0
20200627:0910,673.45,763,112,0,58.36,24.78,2.97,0
20200627:1010,738.68,829.01,121,0,66.43,24.89,4.76,0
20200627:1110,762.43,856.01,120,0,69.71,24.65,5.45,0
20200627:1210,710.51,712,195,0,66.06,24.37,5.17,0
20200627:1310,640.46,604,211,0,57.82,24.21,4.62,0
20200627:1410,533.66,456,220,0,47.7,24.35,4.34,0
20200627:1510,372.65,231,243,0,36.96,24.45,4.28,0
20200627:1610,224.39,103,192,0,26.13,24.57,4.07,0
20200627:1710,81.78,16,105,0,15.55,24.59,4.41,0
20200627:1810,10.47,1,24.8,0,5.52,24.47,3.86,0
20200627:1910,0,0,0,0,0,24.3,3.38,0
20200627:2010,0,0,0,0,0,24.19,3.31,0
20200627:2110,0,0,0,0,0,24.05,3.24,0
20200627:2210,0,0,0,0,0,24.1,2.62,0
20200627:2310,0,0,0,0,0,23.99,1.79,0
20200628:0010,0,0,0,0,0,23.75,1.03,0
20200628:0110,0,0,0,0,0,23.46,1.86,0
20200628:0210,0,0,0,0,0,23.24,2.28,0
20200628:0310,0,0,0,0,0,23.09,1.59,0
20200628:0410,23.69,14,37,0,6.02,22.96,1.17,0
20200628:0510,139.88,106,98,0,16.09,23.04,0.76,0
20200628:0610,293.21,257,132,0,26.68,23.64,0.41,0
20200628:0710,422.78,387,170,0,37.52,25.2,0.41,0
20200628:0810,547.21,547,175,0,48.25,24.51,0.83,0
20200628:0910,649.94,681,172,0,58.3,24.88,2.21,0
20200628:1010,705.03,712,203,0,66.37,25.09,3.86,0
20200628:1110,729.2,749,197,0,69.66,24.99,4.14,0
20200628:1210,702.49,696,211,0,66.05,24.97,4.28,0
20200628:1310,650.43,639,195,0,57.82,24.97,4.28,0
20200628:1410,531.94,446,231,0,47.71,24.99,4.21,0
20200628:1510,426.35,366,177,0,36.97,25.01,4,0
20200628:1610,289.98,251,129,0,26.14,24.99,3.79,0
20200628:1710,130.5,94,98,0,15.56,24.89,3.59,0
20200628:1810,18.71,20,27.81,0,5.53,24.79,3.45,0
20200628:1910,0,0,0,0,0,24.71,3.38,0
20200628:2010,0,0,0,0,0,24.7,3.38,0
20200628:2110,0,0,0,0,0,24.75,3.66,0
20200628:2210,0,0,0,0,0,24.53,3.86,0
20200628:2310,0,0,0,0,0,24.56,4.28,0
20200629:0010,0,0,0,0,0,24.51,4.34,0
20200629:0110,0,0,0,0,0,24.66,4.21,0
20200629:0210,0,0,0,0,0,25.01,4.62,0
20200629:0310,0,0,0,0,0,25.26,4.62,0
20200629:0410,23.79,15,37,0,5.95,25.26,4.41,0
20200629:0510,141.6,118,90,0,16.02,25.43,4.55,0
20200629:0610,308.36,306,98,0,26.62,26.03,4.55,0
20200629:0710,457.48,473,112,0,37.45,26.54,4.28,0
20200629:0810,579.99,633,113,0,48.18,26.93,4,0
20200629:0910,663.86,733,131,0,58.23,27.16,3.86,0
20200629:1010,679.19,812.01,131,0,66.31,28.61,0.76,0
20200629:1110,719.46,854.01,121,0,69.62,28.57,2.21,0
20200629:1210,693.61,767,159,0,66.02,31.12,4,0
20200629:1310,635.65,703,147,0,57.82,31.42,3.24,0
20200629:1410,453.95,297,302,0,47.72,28.71,2,0
20200629:1510,296.79,110,280,0,36.97,27.35,2.07,0
20200629:1610,254.7,174,166,0,26.14,26.71,1.93,0
20200629:1710,128.02,94,97,0,15.56,26.4,1.52,0
20200629:1810,18.55,16,29.72,0,5.52,25.96,1.31,0
20200629:1910,0,0,0,0,0,25.45,0.76,0
20200629:2010,0,0,0,0,0,25.98,1.93,0
20200629:2110,0,0,0,0,0,25.98,2.97,0
20200629:2210,0,0,0,0,0,26.8,5.24,0
20200629:2310,0,0,0,0,0,26.53,5.52,0
20200630:0010,0,0,0,0,0,26.13,5.52,0
20200630:0110,0,0,0,0,0,25.78,5.59,0
20200630:0210,0,0,0,0,0,25.5,5.52,0
20200630:0310,0,0,0,0,0,25.27,5.45,0
20200630:0410,23.41,16,36,0,5.88,25.07,5.03,0
20200630:0510,136.47,106,94,0,15.95,24.94,4.21,0
20200630:0610,291.25,258,124,0,26.55,25.08,3.31,0
20200630:0710,406.49,338,189,0,37.38,26.64,2.48,0
20200630:0810,532.59,517,183,0,48.11,25.91,1.38,0
20200630:0910,610.73,599,211,0,58.16,26.12,1.66,0
20200630:1010,680.44,664,221,0,66.24,26.69,4.21,0
20200630:1110,701.82,673,231,0,69.56,26.53,5.52,0
20200630:1210,694.32,663,220,0,66,26.33,7.03,0
20200630:1310,635.5,585,217,0,57.81,26.18,7.45,0
20200630:1410,510.45,390,253,0,47.71,26.14,7.17,0
20200630:1510,419.06,353,177,0,36.97,26.23,6.9,0
20200630:1610,284.52,244,128,0,26.14,26.18,6.55,0
20200630:1710,118.93,71,104,0,15.56,26.23,6.34,0
20200630:1810,17.79,15,29.1,0,5.52,26.24,5.93,0
20200630:1910,0,0,0,0,0,26.19,5.59,0
20200630:2010,0,0,0,0,0,26.13,5.38,0
20200630:2110,0,0,0,0,0,26.06,4.76,0
20200630:2210,0,0,0,0,0,25.99,4.14,0
20200630:2310,0,0,0,0,0,26.28,3.72,0
20200701:0010,0,0,0,0,0,26.5,4.14,0
20200701:0110,0,0,0,0,0,26.24,4.07,0
20200701:0210,0,0,0,0,0,25.92,3.86,0
20200701:0310,0,0,0,0,0,25.57,3.52,0
20200701:0410,20.44,10,35,0,5.8,25.29,3.17,0
20200701:0510,134.79,107,92,0,15.87,25.27,2.83,0
20200701:0610,295.24,282,108,0,26.47,25.57,2.48,0
20200701:0710,435.72,437,128,0,37.31,25.82,1.93,0
20200701:0810,561.69,640,102,0,48.03,26.41,1.31,0
20200701:0910,634.91,729,126,0,58.08,26.72,1.1,0
20200701:1010,570.66,361,384,0,66.16,27.01,3.45,0
20200701:1110,711.97,747,183,0,69.5,26.69,4.07,0
20200701:1210,731.39,837.01,105,0,65.96,26.31,5.24,0
20200701:1310,677.6,753,108,0,57.79,26.01,6,0
20200701:1410,558.33,549,158,0,47.71,26,5.52,0
20200701:1510,440.98,424,134,0,36.97,26.1,6.14,0
20200701:1610,295.7,282,105,0,26.14,26.34,6.34,0
20200701:1710,131.43,104,91,0,15.55,26.34,6.28,0
20200701:1810,17.76,15,29.09,0,5.5,26.38,5.66,0
20200701:1910,0,0,0,0,0,26.23,5.24,0
20200701:2010,0,0,0,0,0,26.07,4.83,0
20200701:2110,0,0,0,0,0,26.02,4.28,0
20200701:2210,0,0,0,0,0,26.36,3.66,0
20200701:2310,0,0,0,0,0,26.87,3.66,0
20200702:0010,0,0,0,0,0,27.17,4.14,0
20200702:0110,0,0,0,0,0,26.95,4.07,0
20200702:0210,0,0,0,0,0,26.62,3.45,0
20200702:0310,0,0,0,0,0,26.27,3.24,0
20200702:0410,14.67,3,30.29,0,5.72,25.91,3.17,0
20200702:0510,126.35,85,101,0,15.8,25.78,3.45,0
20200702:0610,273.16,215,145,0,26.39,25.98,3.52,0
20200702:0710,399.23,314,199,0,37.23,26.31,3.59,0
20200702:0810,526.94,465,210,0,47.96,26.57,4.21,0
20200702:0910,621.61,579,219,0,58,26.64,4.9,0
20200702:1010,663.78,584,265,0,66.08,26.36,6,0
20200702:1110,443.31,108,459,0,69.43,25.91,5.79,0
20200702:1210,655.17,549,285,0,65.92,25.94,6.41,0
20200702:1310,614.02,536,244,0,57.77,26.07,6.07,0
20200702:1410,491.68,354,270,0,47.7,26.21,5.66,0
20200702:1510,397.77,305,202,0,36.96,26.27,5.24,0
20200702:1610,264.42,196,152,0,26.13,26.29,4.83,0
20200702:1710,126.76,92,96,0,15.54,26.18,4.21,0
20200702:1810,17.14,11,30.12,0,5.48,26.03,3.38,0
20200702:1910,0,0,0,0,0,25.91,2.97,0
20200702:2010,0,0,0,0,0,25.84,3.1,0
20200702:2110,0,0,0,0,0,25.82,3.31,0
20200702:2210,0,0,0,0,0,25.44,4.34,0
20200702:2310,0,0,0,0,0,25.41,4.07,0
20200703:0010,0,0,0,0,0,25.39,3.45,0
20200703:0110,0,0,0,0,0,25.37,3.17,0
20200703:0210,0,0,0,0,0,25.41,2.83,0
20200703:0310,0,0,0,0,0,25.48,3.31,0
20200703:0410,18.61,15,30.07,0,5.64,25.44,3.93,0
20200703:0510,114.74,60,108,0,15.71,25.36,4,0
20200703:0610,162.56,30,189,0,26.31,25.55,4.07,0
20200703:0710,338.68,172,262,0,37.15,25.7,4.55,0
20200703:0810,399.94,166,345,0,47.87,25.73,4.69,0
20200703:0910,576.38,445,295,0,57.92,25.87,4.28,0
20200703:1010,725.12,848.01,96,0,65.99,25.44,3.66,0
20200703:1110,731.65,801.01,145,0,69.35,25.4,4.48,0
20200703:1210,623.64,472,326,0,65.87,25.42,5.1,0
20200703:1310,644.88,684,151,0,57.74,25.88,3.52,0
20200703:1410,67.73,0,102,0,47.68,25.99,3.72,0
20200703:1510,27.6,0,50,0,36.95,25.87,4.07,0
20200703:1610,188.83,56,196,0,26.11,25.66,3.79,0
20200703:1710,12.17,0,28,0,15.52,25.54,2.69,0
20200703:1810,0.81,0,8,0,5.46,25.43,2.48,0
20200703:1910,0,0,0,0,0,25.29,2.69,0
20200703:2010,0,0,0,0,0,25.18,2.28,0
20200703:2110,0,0,0,0,0,25.07,2.34,0
20200703:2210,0,0,0,0,0,25.1,1.45,0
20200703:2310,0,0,0,0,0,25,1.59,0
20200704:0010,0,0,0,0,0,24.92,2,0
20200704:0110,0,0,0,0,0,24.86,2.28,0
20200704:0210,0,0,0,0,0,24.82,1.79,0
20200704:0310,0,0,0,0,0,24.78,1.86,0
20200704:0410,18.14,20,26.99,0,5.55,24.75,1.79,0
20200704:0510,133.02,105,92,0,15.63,24.55,1.72,0
20200704:0610,209.92,82,196,0,26.23,24.57,2.69,0
20200704:0710,432.98,400,151,0,37.06,24.89,3.86,0
20200704:0810,545.82,506,188,0,47.79,25.11,4.28,0
20200704:0910,632.39,597,212,0,57.83,25.16,4.48,0
20200704:1010,685.46,662,222,0,65.9,24.86,4.14,0
20200704:1110,683.43,610,271,0,69.27,24.84,4.34,0
20200704:1210,626,469,333,0,65.82,25.14,4.83,0
20200704:1310,606.7,511,262,0,57.71,24.98,4.83,0
20200704:1410,496.74,358,271,0,47.66,25.2,5.17,0
20200704:1510,424.32,369,169,0,36.93,25.21,4.97,0
20200704:1610,284.81,242,130,0,26.09,25.18,5.17,0
20200704:1710,133.42,106,91,0,15.5,25.23,6,0
20200704:1810,18.23,18,28.25,0,5.43,25.27,6.34,0
20200704:1910,0,0,0,0,0,25.14,6.41,0
20200704:2010,0,0,0,0,0,25.04,6.55,0
20200704:2110,0,0,0,0,0,25.05,6.34,0
20200704:2210,0,0,0,0,0,24.98,7.1,0
20200704:2310,0,0,0,0,0,24.88,6.41,0
20200705:0010,0,0,0,0,0,24.78,6.28,0
20200705:0110,0,0,0,0,0,24.76,5.59,0
20200705:0210,0,0,0,0,0,24.84,5.24,0
20200705:0310,0,0,0,0,0,24.96,5.31,0
20200705:0410,17.85,19,27.16,0,5.46,25.07,5.52,0
20200705:0510,140.61,123,85,0,15.54,25.23,6.14,0
20200705:0610,299.2,269,120,0,26.14,25.39,6.83,0
20200705:0710,439.96,390,164,0,36.98,25.44,6.9,0
20200705:0810,599.24,641,112,0,47.7,25.47,6.62,0
20200705:0910,669.96,677,172,0,57.73,25.54,6.34,0
20200705:1010,725.78,750,178,0,65.8,25.18,5.66,0
20200705:1110,678.13,567,306,0,69.18,25.35,4.9,0
20200705:1210,723.85,778,160,0,65.76,25.58,4.34,0
20200705:1310,671.73,716,147,0,57.67,25.8,4.62,0
20200705:1410,558.78,521,188,0,47.63,25.92,5.38,0
20200705:1510,457.45,454,125,0,36.9,25.94,5.93,0
20200705:1610,308.57,306,97,0,26.07,25.77,5.93,0
20200705:1710,144.7,140,76,0,15.47,25.6,5.66,0
20200705:1810,17.51,25,23.96,0,5.39,25.41,5.45,0
20200705:1910,0,0,0,0,0,25.16,4.83,0
20200705:2010,0,0,0,0,0,24.98,4.34,0
20200705:2110,0,0,0,0,0,24.88,4.28,0
20200705:2210,0,0,0,0,0,24.65,4.41,0
20200705:2310,0,0,0,0,0,24.59,4.48,0
20200706:0010,0,0,0,0,0,24.59,4.55,0
20200706:0110,0,0,0,0,0,24.49,4.62,0
20200706:0210,0,0,0,0,0,24.42,4.9,0
20200706:0310,0,0,0,0,0,24.34,5.1,0
20200706:0410,17.62,18,27.33,0,5.36,24.34,5.03,0
20200706:0510,139.91,130,78,0,15.44,24.54,5.31,0
20200706:0610,297.12,274,113,0,26.05,24.95,5.66,0
20200706:0710,444.85,426,136,0,36.89,25.24,5.59,0
20200706:0810,583.17,615,121,0,47.61,25.35,5.59,0
20200706:0910,677.76,741,122,0,57.64,25.4,5.38,0
20200706:1010,711.86,749,170,0,65.69,25.54,4.55,0
20200706:1110,726.26,760.01,181,0,69.08,25.64,4.48,0
20200706:1210,706.6,735,179,0,65.69,25.84,4.48,0
20200706:1310,647.71,663,173,0,57.63,26.08,4.07,0
20200706:1410,525.53,455,220,0,47.6,26.26,3.72,0
20200706:1510,425.79,380,165,0,36.88,26.26,4.14,0
20200706:1610,290.88,265,118,0,26.04,26.15,4.21,0
20200706:1710,134.72,117,85,0,15.43,25.97,2.48,0
20200706:1810,17.17,20,25.97,0,5.35,25.74,2.21,0
20200706:1910,0,0,0,0,0,25.54,2.62,0
20200706:2010,0,0,0,0,0,25.34,2.62,0
20200706:2110,0,0,0,0,0,25.13,2.28,0
20200706:2210,0,0,0,0,0,25.34,1.66,0
20200706:2310,0,0,0,0,0,25.4,2.28,0
20200707:0010,0,0,0,0,0,25.35,3.24,0
20200707:0110,0,0,0,0,0,25.07,2.97,0
20200707:0210,0,0,0,0,0,23.69,0.28,0
20200707:0310,0,0,0,0,0,22.54,7.93,0
20200707:0410,0,0,5,0,5.26,22.19,11.38,0
20200707:0510,19.4,0,38,0,15.35,21.97,9.17,0
20200707:0610,89.99,1,126,0,25.96,21.8,8.14,0
20200707:0710,124.15,0,168,0,36.79,21.64,6.97,0
20200707:0810,144.79,0,193,0,47.51,21.57,5.17,0
20200707:0910,437.78,143,412,0,57.53,21.75,3.17,0
20200707:1010,672.94,661,222,0,65.59,21.66,1.52,0
20200707:1110,677.36,623,262,0,68.98,22.03,2,0
20200707:1210,697.57,715,189,0,65.61,22.23,2.62,0
20200707:1310,627.24,565,231,0,57.58,22.27,3.72,0
20200707:1410,529.82,433,230,0,47.56,22.26,4.62,0
20200707:1510,431.18,376,165,0,36.84,22.27,4.21,0
20200707:1610,282.52,233,134,0,26,22.29,3.03,0
20200707:1710,135.71,114,86,0,15.39,22.42,2.41,0
20200707:1810,16.95,17,26.69,0,5.3,22.52,2.48,0
20200707:1910,0,0,0,0,0,22.56,2.55,0
20200707:2010,0,0,0,0,0,22.71,2.28,0
20200707:2110,0,0,0,0,0,22.81,1.79,0
20200707:2210,0,0,0,0,0,22.92,0.76,0
20200707:2310,0,0,0,0,0,23,0.69,0
20200708:0010,0,0,0,0,0,22.99,0.97,0
20200708:0110,0,0,0,0,0,22.81,1.45,0
20200708:0210,0,0,0,0,0,22.68,1.45,0
20200708:0310,0,0,0,0,0,22.6,0.9,0
20200708:0410,15.97,20,24.12,0,5.16,22.59,0.28,0
20200708:0510,142.15,136,77,0,15.25,22.64,0.28,0
20200708:0610,302.2,304,99,0,25.86,22.78,0,0
20200708:0710,446.68,460,123,0,36.7,22.95,0.41,0
20200708:0810,588.2,673,94,0,47.41,23.16,1.31,0
20200708:0910,676.65,767,118,0,57.43,23.35,2.07,0
20200708:1010,742.63,865.01,108,0,65.47,23.23,2.62,0
20200708:1110,745.4,816.01,160,0,68.87,23.28,2.83,0
20200708:1210,746.77,851.01,118,0,65.53,23.34,3.38,0
20200708:1310,684.7,727,146,0,57.52,23.2,4.14,0
20200708:1410,567.31,530,187,0,47.52,23.11,4,0
20200708:1510,465.22,471,118,0,36.8,23.14,3.45,0
20200708:1610,309.96,301,103,0,25.96,23.17,3.17,0
20200708:1710,145,136,79,0,15.35,23.2,2.9,0
20200708:1810,17.13,23,24.3,0,5.25,23.14,2.34,0
20200708:1910,0,0,0,0,0,23.11,1.93,0
20200708:2010,0,0,0,0,0,23.1,1.03,0
20200708:2110,0,0,0,0,0,23.08,0.76,0
20200708:2210,0,0,0,0,0,22.81,1.38,0
20200708:2310,0,0,0,0,0,22.79,1.66,0
20200709:0010,0,0,0,0,0,22.72,1.45,0
20200709:0110,0,0,0,0,0,22.63,0.48,0
20200709:0210,0,0,0,0,0,22.52,0.9,0
20200709:0310,0,0,0,0,0,22.43,1.59,0
20200709:0410,15.13,15,25.26,0,5.05,22.36,0.9,0
20200709:0510,132.88,109,88,0,15.15,22.37,1.17,0
20200709:0610,287.77,253,125,0,25.76,22.71,1.59,0
20200709:0710,422.69,378,167,0,36.6,23.29,1.38,0
20200709:0810,555.13,558,162,0,47.31,23.86,1.72,0
20200709:0910,633.09,622,204,0,57.32,24.25,2.28,0
20200709:1010,695.93,690,213,0,65.35,24.48,3.52,0
20200709:1110,682.85,600,285,0,68.76,24.52,3.72,0
20200709:1210,684.62,642,243,0,65.45,24.59,3.86,0
20200709:1310,610.11,514,269,0,57.46,24.67,3.86,0
20200709:1410,529.83,445,231,0,47.47,24.77,3.72,0
20200709:1510,431.7,388,164,0,36.76,24.84,3.24,0
20200709:1610,280.36,229,140,0,25.92,24.85,2.9,0
20200709:1710,137.41,120,85,0,15.3,24.8,2.69,0
20200709:1810,16.59,17,26.6,0,5.2,24.83,2.62,0
20200709:1910,0,0,0,0,0,24.71,2.55,0
20200709:2010,0,0,0,0,0,24.65,2.55,0
20200709:2110,0,0,0,0,0,24.62,2.14,0
20200709:2210,0,0,0,0,0,24.31,2.07,0
20200709:2310,0,0,0,0,0,24.17,1.93,0
20200710:0010,0,0,0,0,0,24.02,2,0
20200710:0110,0,0,0,0,0,23.87,1.72,0
20200710:0210,0,0,0,0,0,23.77,1.24,0
20200710:0310,0,0,0,0,0,23.63,0.9,0
20200710:0410,13.86,7,27.22,0,4.94,23.55,0.9,0
20200710:0510,127.6,104,87,0,15.04,23.62,1.17,0
20200710:0610,284.95,263,114,0,25.66,24.15,1.72,0
20200710:0710,440.67,451,116,0,36.49,24.73,2.28,0
20200710:0810,573.34,642,99,0,47.2,25.25,2.55,0
20200710:0910,664.6,761,105,0,57.21,25.59,2.97,0
20200710:1010,720.74,831.01,113,0,65.23,26.03,3.45,0
20200710:1110,727.65,784.01,163,0,68.63,26,4.21,0
20200710:1210,738.96,862.01,93,0,65.35,25.96,4.76,0
20200710:1310,655.37,672,165,0,57.39,25.9,5.24,0
20200710:1410,574.23,590,136,0,47.41,25.93,5.79,0
20200710:1510,454.42,464,111,0,36.71,26.02,6,0
20200710:1610,292.82,272,112,0,25.87,26.07,5.59,0
20200710:1710,129.95,105,89,0,15.24,26.1,5.38,0
20200710:1810,16.02,14,27.33,0,5.13,25.92,5.1,0
20200710:1910,0,0,0,0,0,25.67,4.9,0
20200710:2010,0,0,0,0,0,25.54,4.55,0
20200710:2110,0,0,0,0,0,25.4,4.34,0
20200710:2210,0,0,0,0,0,25.2,4.55,0
20200710:2310,0,0,0,0,0,25.09,4.62,0
20200711:0010,0,0,0,0,0,24.98,4.41,0
20200711:0110,0,0,0,0,0,24.96,3.79,0
20200711:0210,0,0,0,0,0,25.31,3.31,0
20200711:0310,0,0,0,0,0,25.75,2.76,0
20200711:0410,0.41,0,7,0,4.83,25.86,2.34,0
20200711:0510,119.45,88,92,0,14.93,25.92,2.21,0
20200711:0610,267.25,224,133,0,25.55,26.37,2,0
20200711:0710,401.96,359,168,0,36.39,26.82,1.38,0
20200711:0810,506.01,476,199,0,47.1,27.1,0.69,0
20200711:0910,582.43,567,223,0,57.09,28.16,0.83,0
20200711:1010,645.49,619,242,0,65.1,27.48,2.21,0
20200711:1110,647.74,557,296,0,68.5,26.8,3.03,0
20200711:1210,647.01,596,257,0,65.25,26.15,2.55,0
20200711:1310,570.08,475,279,0,57.32,25.88,1.52,0
20200711:1410,492.01,386,253,0,47.35,26.07,2.28,0
20200711:1510,358.85,220,242,0,36.65,26.25,3.72,0
20200711:1610,171.61,39,192,0,25.81,26.39,4.55,0
20200711:1710,118.65,80,98,0,15.18,26.26,1.31,0
20200711:1810,13.63,6,27.51,0,5.06,25.8,2.9,0
20200711:1910,0,0,0,0,0,25.38,4.14,0
20200711:2010,0,0,0,0,0,25.23,8.21,0
20200711:2110,0,0,0,0,0,24.93,8.76,0
20200711:2210,0,0,0,0,0,24.05,4.9,0
20200711:2310,0,0,0,0,0,23.96,2.14,0
20200712:0010,0,0,0,0,0,23.19,1.66,0
20200712:0110,0,0,0,0,0,22.57,2.07,0
20200712:0210,0,0,0,0,0,21.96,2.69,0
20200712:0310,0,0,0,0,0,21.64,3.38,0
20200712:0410,9.82,0,24,0,4.71,21.45,4.55,0
20200712:0510,96.29,35,105,0,14.82,21.28,5.24,0
20200712:0610,264.86,194,147,0,25.44,21.28,5.24,0
20200712:0710,391.25,276,212,0,36.28,21.22,4.9,0
20200712:0810,383.73,133,348,0,46.98,21.41,4.62,0
20200712:0910,655.93,658,166,0,56.97,21.8,4.62,0
20200712:1010,642.73,514,303,0,64.97,22.7,4.28,0
20200712:1110,730.74,759.01,172,0,68.37,22.77,4.62,0
20200712:1210,742.05,835.01,105,0,65.14,22.86,5.17,0
20200712:1310,605.34,485,272,0,57.24,22.94,6.14,0
20200712:1410,554.52,508,182,0,47.29,23.02,6.14,0
20200712:1510,359.48,204,249,0,36.59,23.14,5.31,0
20200712:1610,232.96,122,182,0,25.75,23.36,4.62,0
20200712:1710,133.94,122,78,0,15.12,23.59,4.14,0
20200712:1810,15.24,17,24.71,0,4.99,23.7,3.93,0
20200712:1910,0,0,0,0,0,23.77,4,0
20200712:2010,0,0,0,0,0,23.84,4.55,0
20200712:2110,0,0,0,0,0,23.88,5.45,0
20200712:2210,0,0,0,0,0,23.9,5.03,0
20200712:2310,0,0,0,0,0,23.44,5.17,0
20200713:0010,0,0,0,0,0,23.05,4.97,0
20200713:0110,0,0,0,0,0,22.85,4.69,0
20200713:0210,0,0,0,0,0,22.72,4.34,0
20200713:0310,0,0,0,0,0,22.61,4.14,0
20200713:0410,11.06,0,26,0,4.59,22.52,4.07,0
20200713:0510,135.41,128,75,0,14.7,22.54,4.07,0
20200713:0610,295.44,268,115,0,25.33,22.61,4.69,0
20200713:0710,450.98,426,139,0,36.17,22.67,4.97,0
20200713:0810,580.15,573,154,0,46.87,22.67,4.83,0
20200713:0910,668.39,665,180,0,56.84,22.68,4.69,0
20200713:1010,731.21,753.01,178,0,64.83,22.4,4.55,0
20200713:1110,692.65,582,300,0,68.23,22.43,4.55,0
20200713:1210,687.02,599,273,0,65.03,22.5,4.76,0
20200713:1310,608.9,468,298,0,57.15,22.68,5.24,0
20200713:1410,529.05,406,256,0,47.22,22.86,5.38,0
20200713:1510,438.16,378,171,0,36.53,23.01,5.38,0
20200713:1610,283.65,223,144,0,25.69,23.15,5.52,0
20200713:1710,136.69,117,85,0,15.05,23.19,5.79,0
20200713:1810,14.73,18,23.54,0,4.91,23.18,6,0
20200713:1910,0,0,0,0,0,23.13,5.86,0
20200713:2010,0,0,0,0,0,23.22,5.38,0
20200713:2110,0,0,0,0,0,23.34,5.1,0
20200713:2210,0,0,0,0,0,23.54,5.59,0
20200713:2310,0,0,0,0,0,23.4,5.79,0
20200714:0010,0,0,0,0,0,23.18,5.45,0
20200714:0110,0,0,0,0,0,22.99,5.17,0
20200714:0210,0,0,0,0,0,22.8,4.62,0
20200714:0310,0,0,0,0,0,22.67,4.28,0
20200714:0410,9.75,0,24,0,4.46,22.54,3.93,0
20200714:0510,127.72,108,83,0,14.58,22.51,3.45,0
20200714:0610,286.33,253,120,0,25.21,22.63,3.66,0
20200714:0710,445.42,428,133,0,36.06,22.72,4,0
20200714:0810,562.57,534,174,0,46.75,22.85,4.28,0
20200714:0910,649.85,621,202,0,56.72,22.91,4.48,0
20200714:1010,699.23,653,235,0,64.68,22.52,4.69,0
20200714:1110,667.98,518,331,0,68.08,22.48,4.62,0
20200714:1210,693.51,630,250,0,64.91,22.61,4.83,0
20200714:1310,584.55,415,322,0,57.06,22.71,4.83,0
20200714:1410,562.76,519,187,0,47.14,22.73,4.69,0
20200714:1510,454.64,443,129,0,36.46,22.82,4.21,0
20200714:1610,291.79,255,124,0,25.61,22.87,4.07,0
20200714:1710,140.42,137,73,0,14.97,22.91,4,0
20200714:1810,14.45,21,21.9,0,4.82,22.88,4.21,0
20200714:1910,0,0,0,0,0,22.84,4,0
20200714:2010,0,0,0,0,0,22.84,3.79,0
20200714:2110,0,0,0,0,0,22.8,3.38,0
20200714:2210,0,0,0,0,0,22.65,3.45,0
20200714:2310,0,0,0,0,0,22.56,2.97,0
20200715:0010,0,0,0,0,0,22.46,2.9,0
20200715:0110,0,0,0,0,0,22.33,3.38,0
20200715:0210,0,0,0,0,0,22.19,3.59,0
20200715:0310,0,0,0,0,0,22.09,3.86,0
20200715:0410,9.78,0,24,0,4.34,22.05,3.86,0
